Kingdom Phylum Class Order Family Genus Species Kingdom.Confidence Phylum.Confidence Class.Confidence Order.Confidence Family.Confidence Genus.Confidence
5d538e292e280c2c4525f7efe250284a Bacteria NA NA NA NA NA NA 1.00 0.30 0.22 0.17 0.17 0.17
159271a269789117ec9877f33b2ba807 Bacteria NA NA NA NA NA NA 1.00 0.17 0.17 0.17 0.17 0.17
3676e7004dbf30042cc5f2e93d34923a Bacteria NA NA NA NA NA NA 1.00 0.15 0.14 0.14 0.14 0.14
91a5253a2bf9f59b5e257d5f23aa4d3e Bacteria Nitrospirota NA NA NA NA NA 1.00 0.67 0.48 0.48 0.48 0.48
894e731d68c58d63f51d30367c2e11b4 Bacteria NA NA NA NA NA NA 1.00 0.25 0.22 0.22 0.22 0.22
cd4366eda9474b1e3b449a174ca7880e Bacteria Nitrospirota HDB-SIOI1093 NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
f06fd52fc202f8ee5a08dbb2cf4b40ca Bacteria Nitrospirota HDB-SIOI1093 NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
a07052e9343c5c0c2d0d710a4ff8ce74 Bacteria Nitrospirota HDB-SIOI1093 NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
1c9b1e0e2296f39daf0b68094fe3eb05 Bacteria Nitrospirota HDB-SIOI1093 NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
7f70214ab256a6633c1d67d4ea2d94b2 Bacteria Nitrospirota HDB-SIOI1093 NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
f62b457c3fa4b0de06bba7af4f0d9ffb Bacteria Nitrospirota HDB-SIOI1093 NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
869498b744a934acfb1d2bf23ff60f0e Bacteria Nitrospinota NA NA NA NA NA 1.00 0.73 0.71 0.71 0.71 0.71
31ccdcd5dde9529e1e0a91a1884a6df4 Bacteria Nitrospinota NA NA NA NA NA 1.00 0.74 0.71 0.71 0.71 0.71
504bc17c0f9b1e0cb23ba9bbefd0e30d Bacteria NA NA NA NA NA NA 0.99 0.33 0.33 0.33 0.33 0.33
55ccba80bb2e3589a429d7556a488f37 Bacteria Nitrospirota 4-29-1 NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
2b8e8e8b02ec2681efa290c19aadf7e5 Bacteria Nitrospirota 4-29-1 NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
6b5b758ff7a67489e9f0b9df5e3c0793 Bacteria Nitrospirota 4-29-1 NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
f1606e9574ef90e64cd6d4b6dc3392b7 Bacteria Nitrospirota 4-29-1 NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
bbf2cbf6f246e8657118af24211afd6a Bacteria Nitrospirota 4-29-1 NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
06300f4ad164dfe2df95bdf3fdc47d6e Bacteria Nitrospirota 4-29-1 NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
ddd70e187e20f39ed545aa92616a4414 Bacteria NA NA NA NA NA NA 0.98 0.13 0.13 0.13 0.13 0.13
3c259b2930fa2d44ce95af6f6101a398 Bacteria NA NA NA NA NA NA 1.00 0.30 0.11 0.11 0.11 0.11
b783cf56c98ce000abcb53b1c119f551 Bacteria NA NA NA NA NA NA 1.00 0.30 0.29 0.29 0.29 0.29
b0709d93439b4b1ceea1877bc5b6844e Bacteria NA NA NA NA NA NA 0.98 0.28 0.28 0.28 0.28 0.28
4d45b0c438c42bde0812f3eec788081f Bacteria NA NA NA NA NA NA 0.99 0.26 0.26 0.26 0.26 0.26
8289647c6bac3c7f42b8cc48b3960b67 Bacteria NA NA NA NA NA NA 0.99 0.37 0.37 0.37 0.37 0.37
998e50eb77167247a70b368e7e7f78aa Bacteria NA NA NA NA NA NA 0.99 0.43 0.24 0.11 0.11 0.08
f94b9c34c7c2482e4eca9618ed6f10dd Bacteria NA NA NA NA NA NA 1.00 0.12 0.12 0.12 0.12 0.12
6c282a8760c2ec2e744d980978058460 Bacteria NA NA NA NA NA NA 0.98 0.21 0.20 0.20 0.20 0.20
d788e07007c96171c7f383b829851357 Bacteria NA NA NA NA NA NA 0.99 0.38 0.26 0.09 0.07 0.05
1a765f91c12d3b0d8f0064dd752e637d Bacteria NA NA NA NA NA NA 1.00 0.29 0.20 0.03 0.03 0.02
51aa3dd2215a1ca86ee2502d720b771c Bacteria NA NA NA NA NA NA 1.00 0.29 0.24 0.07 0.07 0.04
1a0b0d926daf6ddfe0d8469439c7ea09 Bacteria NA NA NA NA NA NA 0.99 0.20 0.16 0.09 0.09 0.04
1a756576b7ac613e14b5c1049f9e5830 Bacteria NA NA NA NA NA NA 0.97 0.30 0.28 0.07 0.07 0.04
d4b99a10b02f180d2173650b80d8dd13 Bacteria NA NA NA NA NA NA 0.99 0.16 0.16 0.16 0.16 0.15
c908b8f6f2f144e3f8c68f269a44e5dd Bacteria Nitrospirota 661256 NA NA NA NA 1.00 0.78 0.76 0.76 0.76 0.76
6cabfd47e07d16fac96f66d948d51a5d Bacteria NA NA NA NA NA NA 0.99 0.17 0.17 0.17 0.17 0.17
3f51a463e3702b80a72bf7ffdabc5b75 Bacteria NA NA NA NA NA NA 1.00 0.24 0.24 0.24 0.24 0.24
d88abff2ed5af388abe3bd71809f70e1 Bacteria NA NA NA NA NA NA 0.99 0.30 0.29 0.29 0.29 0.29
3a50bacc3571d85ef3d8b8d9c44f2d58 Bacteria NA NA NA NA NA NA 0.94 0.07 0.07 0.07 0.07 0.07
28e0ab17934cdd128ded14964c46635e Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 0.98 0.98 0.98 0.98 0.98
2f60edfcd375d5d76e99f396d6fdc06f Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 0.96 0.96 0.96 0.96 0.96
7346ee25c4de4df48f80d736342c1c02 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 0.99 0.99 0.99 0.99 0.99
0756172fb8de9373789b64946fcf7c9b Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
c5211e75849c6e202647086f5e4d2ffb Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
bcc804ad1c95335596932486130c5e6d Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
4c0909d104804648ce9840c969a86207 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
249621361237480fe592ee63989393f8 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
839f772374721e2520973b6258feabf3 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
d4cad2c5db2b36c5c8300bb4cb681a5c Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
0caa756a356f420134a8177c0e517556 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
8be35591ae1aac7d790061ebabb1b040 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
90838e630e353348db2d00ee1d740aa5 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
9bc17c40ce6bf488cf78ffcaf1219028 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira lenta 1.00 1.00 1.00 1.00 1.00 1.00
76bd71a681cc77c1f8ac5510ddc8bb08 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
a126f48b78a1aacad120d89812a302d0 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
993b9cb84055cd6e6d68b654f1a990c0 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
91ff6a90e5d97c05acd9bf8a6ea06353 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
f0af280d5592e8d36f7cc0fbb8f7a357 Bacteria Nitrospirota Nitrospiria Nitrospirales Nitrospiraceae Nitrospira NA 1.00 1.00 1.00 1.00 1.00 1.00
9c8cdc7d55ea034743870ce209ad4ac9 Bacteria NA NA NA NA NA NA 0.97 0.26 0.24 0.24 0.24 0.24
9e692dcef37ac2fdcb21a4d4b06961a4 Bacteria NA NA NA NA NA NA 0.96 0.15 0.13 0.12 0.12 0.12
dc13a8d706d5680df52cb0e890269879 Bacteria NA NA NA NA NA NA 0.88 0.31 0.27 0.24 0.24 0.24
aa5dc9621d7b060645f759cb3200d0d5 Bacteria NA NA NA NA NA NA 0.89 0.36 0.31 0.31 0.31 0.31
9ce404252fa2b343d34bdbcb5e69b261 Bacteria NA NA NA NA NA NA 0.96 0.19 0.19 0.14 0.14 0.11
28a62fb2d7a51d3a31ea8576f7eab3ad Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
e9a5d2e80445b1f49467d4ff5f417c06 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 0.91 0.91 0.87 0.87 0.87
9cc645b2400164500630e79a03f4d1c3 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 0.99 0.90 0.90 0.89 0.89 0.89
32711aff4c4cfaa44aab0575af55771d Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 0.99 0.80 0.80 0.79 0.79 0.79
e4b37b5e2753be1953d0947b296487c1 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
95aabcb3a96617e8581cf6a9826f731c Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
6648584811f31178a0ddcc1064fefccd Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
17ed709711593bda3f0e0ead7a577fb3 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
456af82cee1d6865eeb13af273523795 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 0.97 0.97 0.97
57152072c2c1ef8fca6ca232c36feb10 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 0.88 0.88 0.88 0.88 0.88
99ed36f50aa44cff4fbd868db4609b14 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 0.99 0.98 0.98 0.97 0.97 0.97
b2bf9eb32d28f76d59ea434af12c5458 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 0.98 0.98 0.98 0.98 0.98
1eead4e633db6bf46c96ba5a6855bfc3 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 0.99 0.99 0.99 0.99 0.99
fb917197d534cd2b06d0d494e4629c37 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 0.99 0.99 0.99 0.99 0.99
2d23c7fc283c796d59f2c3001078a9e9 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
fd89c976c8f9095e8f7c6887ba750764 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
d4c5f5c6016b541507b622f226755449 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
89bfff0208224a18b73259ce5457ec82 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
948ff35b3355658250bb58123adab175 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
88e1238d9f5e5e0b68d96a3bda069fad Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
06bd22ea380d6b0e8848f5eaa5544bea Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
8e24ad06a4a8ba6cf62c658916ca0e74 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
13fb63efcd597b82b3aff674648f9756 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 0.95 0.95 0.95 0.95 0.95
c3460b0b91c3173406a8eb95c272a4bf Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
e0e69e46272725e5d4b1147443135f07 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
4d6978f320766d4a600efa6c5821d6f9 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
681c05eb246e9823fde11fb4b3550094 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 0.98 0.98 0.98 0.98 0.98
310eb36c1d9139c19b1c612d683f4d9d Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
2b52ed42ec1da30015e83d1820dddbf1 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
591fabb461889daff0eeee37d21bda0f Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
67508acfba2d2483135727a812fb584a Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
1c1bc59ae3b2c9f599ac06730b537fef Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
2d9ae9a11d8e74cfed7533866eddb2e6 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
c738650f0428630402b29b53c922f71d Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
2eccc44734a79b8a2df00b6fb3334f8e Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
a73844e85dc947f91db268d9d2fc78ad Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
4a59ecd51cf88fd7848fb44b262e069c Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
4c26777175bfdfc4550f568ae5f02bc0 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
bca2f7cdcb3eeffe7018f74504a83fce Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
607c7d65d258ec54765ccb93a6351406 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
34952bfd74a91dfdfa29d6383b4f6e33 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
b48db54a39da48c1f3d0295439466269 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
688ebc77f74a48a6f43df9433ac2a61d Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
2bfdfef3ab9fe4d267c52f8ee5c80ddd Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
a5664ff7df75701496b0c7cf8c3c2cf3 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
a8524c0f43f6da846c7a81b7032e2edb Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 0.99 0.99 0.99 0.99 0.99
2ab90510693ca1cedcef23826726ab5d Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 0.99 0.99 0.99 0.99 0.99
7c0e07ec2d8efadcba0f5da65b0ffb53 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 0.99 0.99 0.99
45976687d77be870c66bcf354f4da764 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 0.99 0.99 0.99
788721f49490fd39aec2307c0c35337a Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
a8eafcc66f222ed14947b2179c816513 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
426efb215995a6c5791997829795dbb0 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 1.00 1.00 1.00 1.00 1.00
89242451850418a4b0e0dc70fecf4d8e Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 0.98 0.98 0.95 0.95 0.95
b49ef42947661523d9e4998960b9a000 Bacteria Nitrospirota Thermodesulfovibrionia NA NA NA NA 1.00 0.99 0.99 0.99 0.99 0.99
370bc96668b17ab80324b00c95f4dfec Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 0.48
070fc272903ae7ea02e3a26448029004 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae Geothrix fermentans 1.00 1.00 1.00 1.00 1.00 1.00
fa743d03a943c0e715807b028b345bfd Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 0.95
7e923738cd4f2d89b3c19a937d0f772b Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
15e70887665f38e0b6042bbb25804ebb Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
b63edd27d66cb22a08a048ce4e488c09 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
f57faee4806e56bde1e516c6b8bec27e Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
89bb8ad5974564d903186bb7edb8391f Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 0.65
330884139c17d7907d2298ac71d56cec Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 0.93
b229c6a3fa1737367d82e64e7d22c5d0 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 0.91
3a4d20cc58773c2f3cba8a53a6db995d Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 0.82
29957b40c708d6c6fab1a73b4f47057f Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 0.98 0.98 0.98 0.98 0.78
151a3ec17c4e831b0921a6a59fa986e2 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 0.75
a3680a032ef4cfcbdab01b261c99bd5f Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 0.96
3b59ef3c029a20679364580c623f773b Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae Holophaga NA 1.00 1.00 1.00 1.00 1.00 0.95
f28c4a97b64338fe7cfbf0c48970d1ff Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae Geothrix NA 1.00 1.00 1.00 1.00 1.00 0.63
7b4b69ba5a152c593c295a8da168be4a Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae Geothrix NA 1.00 1.00 1.00 1.00 1.00 0.62
51bd04fd52520332b7482b246f3b24b6 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 0.99 0.99 0.99 0.99 0.89
db17b358befc494eceec0d53aa3c8673 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
34fd279a606b28b3c091902dee446a58 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae Holophaga NA 1.00 1.00 1.00 1.00 1.00 0.83
c42c0a8202f9179dc548e9fae68444a4 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae Holophaga NA 1.00 0.99 0.99 0.99 0.99 0.61
d8c35ce8506b9d15b95243ae07333f56 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae NA NA 1.00 1.00 1.00 1.00 1.00 0.38
f04fe437ebdc32fd4fbbc002667a8a69 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae Geothrix NA 1.00 1.00 1.00 1.00 1.00 0.80
8cbd69b4897bc16f260b7ed25965c799 Bacteria Acidobacteriota Holophagae Holophagales Holophagaceae Geothrix NA 1.00 0.99 0.99 0.99 0.99 0.83
6ca07fe21e57abff718d5be76012664f Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Chromobacteriaceae Vogesella NA 1.00 0.94 0.94 0.92 0.68 0.68
03abf9c2f4bc832840a6e7a7d7d32c99 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA 1.00 1.00 1.00 1.00 0.58 0.39
dd6e534599916819098ceba380a7d250 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA 1.00 0.99 0.99 0.97 0.15 0.15
29b2870e522fa2d0b60ae25278a57c5b Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
fdcab9810f2fcc519f07c1c23fea4fea Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 0.98 0.98
03f6f9f9ea146c8e5f1ad25e920b55cf Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
1c2997792f1d688b7ad36bed8f46efc0 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
006c625ab62fee343bc869c2329a9173 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 0.93 0.93 0.93 0.55 0.51
b8bd72a607659a1cb9441ef3e572b525 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 0.99 0.99 0.96 0.91 0.91
235f8244e21dcd8e9f7722d706f25e54 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 0.99 0.79 0.76
dad0b1a39c88fba292b3b0a5e78644d4 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
65a84d17227c016307e505fae09dca54 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
785bc17cdd6d2351b9c9b1fd43bc2de4 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
9b7d8152d4101729f3a70b72816b9756 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 0.98 0.98 0.98
9b102be8ca102aee5bc2fa221c5c1f56 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 0.99 0.98 0.94
24850d9df41e0367e57985d3a6712fae Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
2ca1c52c7864ad4cfc10d4d61bb45366 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 0.99 0.99
96dc38ca8448b0e4d2bb2cf159dfb620 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 0.98 0.98
9d7133c6a26e009b35282345b2a28896 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
7ba641233be0e78ce5ba33168a0f9668 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 0.99 0.95 0.82 0.81
5b7eca4a1da0ee1801e789d81b0f8aa1 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
816a5475c0b053aed4450f99c0e545c3 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
651b24c999f915832cd30b3d3c987803 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA 1.00 1.00 1.00 1.00 1.00 1.00
8b252f194da34093c3bf0926ab1ce457 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Leeiaceae Leeia NA 1.00 1.00 1.00 1.00 0.61 0.61
98bdf45b1a348679ab8eb817ca2ae051 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Leeiaceae Leeia NA 1.00 1.00 1.00 1.00 0.90 0.90
fc9717beee6c69e998814f362217edb8 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Gallionellaceae NA NA 1.00 1.00 1.00 1.00 0.98 0.68
801a87b35d6c18bee33db425d913678c Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Gallionellaceae NA NA 1.00 1.00 1.00 1.00 0.96 0.81
fea1c1112d40e6c6a96946b2dd844606 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Gallionellaceae Gallionella NA 1.00 1.00 1.00 1.00 0.95 0.83
5effd2d74cb961ddb91a84db4aacb6fd Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA 1.00 1.00 1.00 1.00 0.42 0.41
a569f2c3b21dc634335c0b6a2e0840f7 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Sulfuricellaceae Sulfuricella denitrificans 1.00 1.00 1.00 1.00 0.99 0.98
aeda71efdc59ddc9569a142361ffe03f Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Sulfuricellaceae NA NA 1.00 1.00 1.00 1.00 0.64 0.43
918612672297035850b987e9c5f38534 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Sulfuricellaceae NA NA 1.00 1.00 1.00 1.00 0.68 0.45
67b8901eab50ccbaa126f0d7541c0b21 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA 1.00 1.00 1.00 1.00 0.31 0.16
